Company Name, CSRD, CBAM
Ensysce Biosciences Inc.,NO,NO
The Ensign Group,NO,NO
Structure Therapeutics Inc.,NO,NO
Green Plains Inc.,NO,NO
GoPro Inc.,NO,NO
GRAIL Inc.,NO,NO
GRIID Infrastructure Inc.,NO,NO
Greenidge Generation Holdings Inc.,NO,NO
GRI Bio Inc.,NO,NO
U.S. Global Investors Inc.,NO,NO
Groupon Inc.,NO,NO
Gritstone bio Inc.,NO,NO
GrowGeneration Corp.,NO,NO
Gryphon Digital Mining Inc.,NO,NO
Great Southern Bancorp Inc.,NO,NO
Goosehead Insurance Inc.,NO,NO
GSI Technology,NO,NO
The Goodyear Tire & Rubber Company,YES,YES
Global Technology Acquisition Corp. I,NO,NO
GT Biopharma Inc.,NO,NO
G1 Therapeutics Inc.,NO,NO
Good Times Restaurants Inc.,NO,NO
GitLab Inc.,NO,NO
Fractyl Health Inc.,NO,NO
GSE Systems Inc.,NO,NO
Greenwave Technology Solutions Inc.,NO,NO
Global Water Resources Inc.,NO,NO
Gaxos.ai Inc.,NO,NO
Gyre Therapeutics Inc.,NO,NO
Gyrodyne LLC,NO,NO
Hawaiian Holdings Inc.,NO,NO
Hanmi Financial Corporation,NO,NO
Hain Celestial Group Inc. (The),YES,NO
Halozyme Therapeutics Inc.,NO,NO
Hasbro Inc.,YES,YES
Haynes International Inc.,NO,NO
Huntington Bancshares Incorporated,NO,NO
Home Bancorp Inc.,NO,NO
Harvard Bioscience Inc.,NO,NO
Horizon Bancorp Inc.,NO,NO
HBT Financial Inc.,NO,NO
Health Catalyst Inc.,NO,NO
Hackett Group Inc (The),NO,NO
HashiCorp Inc.,NO,NO
Healthcare Services Group Inc.,NO,NO
Healthcare Triangle Inc.,NO,NO
Hennessy Capital Investment Corp. VI,NO,NO
HCW Biologics Inc.,NO,NO
Hudson Technologies Inc.,NO,NO
Turtle Beach Corporation,NO,NO
H&E Equipment Services Inc.,NO,NO
Hepion Pharmaceuticals Inc.,NO,NO
Home Federal Bancorp Inc. of Louisiana,NO,NO
HF Foods Group Inc.,NO,NO
Heritage Financial Corporation,NO,NO
Heritage Global Inc.,NO,NO
Harte Hanks Inc.,NO,NO
Hingham Institution for Savings,NO,NO
Harmonic Inc.,NO,NO
Hillman Solutions Corp.,NO,NO
Hamilton Lane Incorporated,NO,NO
HilleVax Inc.,NO,NO
Helix Acquisition Corp. II,NO,NO
HMN Financial Inc.,NO,NO
HomeStreet Inc.,NO,NO
Hennessy Advisors Inc.,NO,NO
Hallador Energy Company,NO,NO
The Honest Company Inc.,NO,NO
Hanover Bancorp Inc.,NO,NO
Hooker Furnishings Corporation,NO,NO
Hall of Fame Resort & Entertainment Company,NO,NO
MicroCloud Hologram Inc.,NO,NO
Hologic Inc.,YES,NO
Honeywell International Inc.,YES,YES
HCM II Acquisition Corp.,NO,NO
HarborOne Bancorp Inc.,NO,NO
Robinhood Markets Inc.,NO,NO
HOOKIPA Pharma Inc.,NO,NO
Hope Bancorp Inc.,NO,NO
Hoth Therapeutics Inc.,NO,NO
Hour Loop Inc.,NO,NO
Hovnanian Enterprises Inc,NO,NO
New Horizon Aircraft Ltd.,NO,NO
Werewolf Therapeutics Inc.,NO,NO
HighPeak Energy Inc.,NO,NO
HireQuest Inc.,NO,NO
HealthEquity Inc.,NO,NO
Harmony Biosciences Holdings Inc.,NO,NO
Harrow Inc.,NO,NO
Heron Therapeutics Inc.,NO,NO
Horizon Technology Finance Corporation,NO,NO
Heart Test Laboratories Inc.,NO,NO
Helius Medical Technologies Inc.,NO,NO
Henry Schein Inc.,YES,NO
Heidrick & Struggles International Inc.,NO,NO
Hudson Global Inc.,NO,NO
Horizon Space Acquisition I Corp.,NO,NO
Host Hotels & Resorts Inc.,NO,NO
HealthStream Inc.,NO,NO
HomeTrust Bancshares Inc.,NO,NO
Heritage Commerce Corp,NO,NO
Heartland Express Inc.,NO,NO
Heartland Financial USA Inc.,NO,NO
Hertz Global Holdings Inc,NO,NO
Hub Group Inc.,NO,NO
Humacyte Inc.,NO,NO
Hurco Companies Inc.,NO,NO
Huron Consulting Group Inc.,NO,NO
Hut 8 Corp.,NO,NO
Hawthorn Bancshares Inc.,NO,NO
Hancock Whitney Corporation,NO,NO
HWH International Inc.,NO,NO
Hawkins Inc.,NO,NO
Hydrofarm Holdings Group Inc.,NO,NO
Hycroft Mining Holding Corporation,NO,NO
Hyperfine Inc.,NO,NO
Hyzon Motors Inc.,NO,NO
IAC Inc.,NO,NO
Integra LifeSciences Holdings Corporation,YES,NO
Integral Ad Science Holding Corp.,NO,NO
IB Acquisition Corp.,NO,NO
Independent Bank Corporation,NO,NO
Interactive Brokers Group Inc.,NO,NO
International Bancshares Corporation,NO,NO
ImmunityBio Inc.,NO,NO
Independent Bank Group Inc.,NO,NO
iCAD Inc.,NO,NO
ImmuCell Corporation,NO,NO
ICC Holdings Inc.,NO,NO
iCoreConnect Inc.,NO,NO
ICF International Inc.,NO,NO
Ichor Holdings,NO,NO
Investcorp Credit Management BDC Inc.,NO,NO
SeaStar Medical Holding Corporation,NO,NO
ICU Medical Inc.,NO,NO
T Stamp Inc.,NO,NO
InterDigital Inc.,NO,NO
Intellicheck Inc.,NO,NO
IDEXX Laboratories Inc.,YES,NO
IDEAYA Biosciences Inc.,NO,NO
Icahn Enterprises L.P.,NO,NO
IES Holdings Inc.,NO,NO
IGM Biosciences Inc.,NO,NO
Inception Growth Acquisition Limited,NO,NO
iHeartMedia Inc.,NO,NO
Information Services Group Inc.,NO,NO
i3 Verticals Inc.,NO,NO
Ikena Oncology Inc.,NO,NO
Inhibikase Therapeutics Inc.,NO,NO
Illumina Inc.,NO,NO
Industrial Logistics Properties Trust,NO,NO
Ingles Markets Incorporated,NO,NO
Immersion Corporation,NO,NO
Immix Biopharma Inc.,NO,NO
Immunome Inc.,NO,NO
Imunon Inc.,NO,NO
Immuneering Corporation,NO,NO
Immunic Inc.,NO,NO
Immunovant Inc.,NO,NO
International Money Express Inc.,NO,NO
IN8bio Inc.,NO,NO
Insight Acquisition Corp.,NO,NO
First Internet Bancorp,NO,NO
Intelligent Bio Solutions Inc.,NO,NO
Inhibrx Biosciences Inc.,NO,NO
Incyte Corp.,NO,NO
Independent Bank Corp.,NO,NO
indie Semiconductor Inc.,NO,NO
Indaptus Therapeutics Inc.,NO,NO
Infinera Corporation,NO,NO
Inogen Inc,NO,NO
Inno Holdings Inc.,NO,NO
MiNK Therapeutics Inc.,NO,NO
INmune Bio Inc.,NO,NO
InnovAge Holding Corp.,NO,NO
Inovio Pharmaceuticals Inc.,NO,NO
Innodata Inc.,NO,NO
Inspired Entertainment Inc.,NO,NO
Inseego Corp.,NO,NO
Insmed Incorporated,NO,NO
Intapp Inc.,NO,NO
Intel Corporation,YES,YES
Integral Acquisition Corporation 1,NO,NO
Intergroup Corporation (The),NO,NO
Intensity Therapeutics Inc.,NO,NO
Intuit Inc.,YES,YES
Intrusion Inc.,NO,NO
Innoviva Inc.,NO,NO
Identiv Inc.,NO,NO
INVO BioScience Inc.,NO,NO
Inozyme Pharma Inc.,NO,NO
Ionis Pharmaceuticals Inc.,NO,NO
Innospec Inc.,YES,NO
Iovance Biotherapeutics Inc.,NO,NO
Inter Parfums Inc.,NO,NO
Professional Diversity Network Inc.,NO,NO
IPG Photonics Corporation,YES,NO
Century Therapeutics Inc.,NO,NO
iPower Inc.,NO,NO
Ideal Power Inc.,NO,NO
IperionX Limited,NO,NO
Inflection Point Acquisition Corp. II,NO,NO
iRobot Corporation,NO,NO
Iridium Communications Inc,NO,NO
IRIDEX Corporation,NO,NO
iRadimed Corporation,NO,NO
Iron Horse Acquisitions Corp.,NO,NO
Disc Medicine Inc.,NO,NO
IF Bancorp Inc.,NO,NO
iRhythm Technologies Inc.,NO,NO
Ironwood Pharmaceuticals Inc.,NO,NO
iSpecimen Inc.,NO,NO
Inspirato Incorporated,NO,NO
Ispire Technology Inc.,NO,NO
Intuitive Surgical Inc.,YES,NO
Israel Acquisitions Corp,NO,NO
Innovative Solutions and Support Inc.,NO,NO
Investar Holding Corporation,NO,NO
Intra-Cellular Therapies Inc.,NO,NO
Iteris Inc.,NO,NO
Investors Title Company,NO,NO
iTeos Therapeutics Inc.,NO,NO
Itron Inc.,NO,NO
Intevac Inc.,NO,NO
Swiftmerge Acquisition Corp.,NO,NO
Iveda Solutions Inc.,NO,NO
Inspire Veterinary Partners Inc.,NO,NO
Invivyd Inc.,NO,NO
IZEA Worldwide Inc.,NO,NO
Jack In The Box Inc.,NO,NO
Jaguar Health Inc.,NO,NO
JAKKS Pacific Inc.,NO,NO
Jamf Holding Corp.,NO,NO
Janux Therapeutics Inc.,NO,NO
J.B. Hunt Transport Services Inc.,YES,YES
JetBlue Airways Corporation,YES,YES
John B. Sanfilippo & Son Inc.,NO,NO
Jewett-Cameron Trading Company,NO,NO
J & J Snack Foods Corp.,NO,NO
Jack Henry & Associates Inc.,NO,NO
John Marshall Bancorp Inc.,NO,NO
Janover Inc.,NO,NO
Johnson Outdoors Inc.,NO,NO
Jerash Holdings (US) Inc.,NO,NO
Navient Corporation,NO,NO
Jasper Therapeutics Inc.,NO,NO
Jet.AI Inc.,NO,NO
Coffee Holding Co. Inc.,NO,NO
The Joint Corp.,NO,NO
Kineta Inc.,NO,NO
KALA BIO Inc.,NO,NO
Entegris Inc.,YES,NO
Entero Therapeutics Inc.,NO,NO
Enveric Biosciences Inc.,NO,NO
Enovix Corporation,NO,NO
Evolus Inc.,NO,NO
Eos Energy Enterprises Inc.,NO,NO
Epsilon Energy Ltd.,NO,NO
Equillium Inc.,NO,NO
Equinix Inc.,YES,NO
Erasca Inc.,NO,NO
Erie Indemnity Company,NO,NO
Energy Recovery Inc.,NO,NO
Eterna Therapeutics Inc.,NO,NO
Escalade Incorporated,NO,NO
ESH Acquisition Corp.,NO,NO
Estrella Immunopharma Inc.,NO,NO
Energy Services of America Corporation,NO,NO
Esperion Therapeutics Inc.,NO,NO
Esquire Financial Holdings Inc.,NO,NO
ESSA Bancorp Inc.,NO,NO
iShares Ethereum Trust,NO,NO
89bio Inc.,NO,NO
Eton Pharmaceuticals Inc.,NO,NO
Etsy Inc.,YES,NO
enCore Energy Corp.,NO,NO
Eureka Acquisition Corp,NO,NO
EverCommerce Inc.,NO,NO
EverQuote Inc.,NO,NO
EVgo Inc.,NO,NO
Evolv Technologies Holdings Inc.,NO,NO
Evoke Pharma Inc.,NO,NO
Evergy Inc.,NO,NO
Envirotech Vehicles Inc.,NO,NO
East West Bancorp Inc.,NO,NO
European Wax Center Inc.,NO,NO
Edgewise Therapeutics Inc.,NO,NO
Exact Sciences Corporation,NO,NO
Exelon Corporation,YES,NO
Exelixis Inc.,NO,NO
Expensify Inc.,NO,NO
ExlService Holdings Inc.,NO,NO
Expedia Group Inc.,YES,NO
eXp World Holdings Inc.,NO,NO
Exponent Inc.,NO,NO
Extreme Networks Inc.,NO,NO
National Vision Holdings Inc.,NO,NO
Eyenovia Inc.,NO,NO
EyePoint Pharmaceuticals Inc.,NO,NO
EzFill Holdings Inc.,NO,NO
EZCORP Inc.,NO,NO
First Advantage Corporation,NO,NO
DigiAsia Corp.,NO,NO
Diamondback Energy Inc.,NO,NO
Farmer Brothers Company,NO,NO
FARO Technologies Inc.,NO,NO
Fastenal Company,YES,NO
FAT Brands Inc.,NO,NO
Fate Therapeutics Inc.,NO,NO
Fortress Biotech Inc.,NO,NO
First Business Financial Services Inc.,NO,NO
FibroBiologics Inc.,NO,NO
First Bancorp,NO,NO
Forte Biosciences Inc.,NO,NO
Falcon's Beyond Global Inc.,NO,NO
First Capital Inc.,NO,NO
First Community Bankshares Inc.,NO,NO
First Community Corporation,NO,NO
FuelCell Energy Inc.,NO,NO
FirstCash Holdings Inc.,NO,NO
First Citizens BancShares Inc.,NO,NO
Focus Universal Inc.,NO,NO
Fidelity D & D Bancorp Inc.,NO,NO
4D Molecular Therapeutics Inc.,NO,NO
Fifth District Bancorp Inc.,NO,NO
Fidus Investment Corporation,NO,NO
5E Advanced Materials Inc.,NO,NO
Frequency Electronics Inc.,NO,NO
Franklin Electric Co. Inc.,NO,NO
Femasys Inc.,NO,NO
Fennec Pharmaceuticals Inc.,NO,NO
First Financial Bancorp.,NO,NO
Flushing Financial Corporation,NO,NO
Faraday Future Intelligent Electric Inc.,NO,NO
First Financial Bankshares Inc.,NO,NO
F5 Inc.,NO,NO
First Financial Northwest Inc.,NO,NO
First Guaranty Bancshares Inc.,NO,NO
FibroGen Inc.,NO,NO
Fundamental Global Inc.,NO,NO
FGI Industries Ltd.,NO,NO
First Hawaiian Inc.,NO,NO
Foghorn Therapeutics Inc.,NO,NO
Focus Impact Acquisition Corp.,NO,NO
First Interstate BancSystem Inc.,NO,NO
FinWise Bancorp,NO,NO
FTAI Infrastructure Inc.,NO,NO
Financial Institutions Inc.,NO,NO
Fifth Third Bancorp,YES,NO
Five Below Inc.,NO,NO
Five9 Inc.,NO,NO
National Beverage Corp.,NO,NO
Franklin Wireless Corp.,NO,NO
FTAC Emerald Acquisition Corp.,NO,NO
Fulgent Genetics Inc.,NO,NO
First of Long Island Corporation (The),NO,NO
Full House Resorts Inc.,NO,NO
Fluence Energy Inc.,NO,NO
Fluent Inc.,NO,NO
Flux Power Holdings Inc.,NO,NO
1-800-FLOWERS.COM Inc.,NO,NO
Flexsteel Industries Inc.,NO,NO
Fly-E Group Inc.,NO,NO
Flywire Corporation,NO,NO
Farmers & Merchants Bancorp Inc.,NO,NO
First Mid Bancshares Inc.,NO,NO
Farmers National Banc Corp.,NO,NO
FingerMotion Inc.,NO,NO
Funko Inc.,NO,NO
First Bancorp Inc (ME),NO,NO
First Northwest Bancorp,NO,NO
Finward Bancorp,NO,NO
Amicus Therapeutics Inc.,NO,NO
Fonar Corporation,NO,NO
Forian Inc.,NO,NO
Forward Industries Inc.,NO,NO
Four Leaf Acquisition Corporation,NO,NO
FormFactor Inc.,NO,NO
Forrester Research Inc.,NO,NO
Fossil Group Inc.,NO,NO
Fox Corporation,NO,NO
Fox Factory Holding Corp.,NO,NO
FlexShopper Inc.,NO,NO
Franklin Financial Services Corporation,NO,NO
First Bank,NO,NO
Freight Technologies Inc.,NO,NO
Fortune Rise Acquisition Corporation,NO,NO
First Merchants Corporation,NO,NO
JFrog Ltd.,NO,NO
FRP Holdings Inc.,NO,NO
Freshpet Inc.,NO,NO
Freshworks Inc.,NO,NO
Primis Financial Corp.,NO,NO
Forza X1 Inc.,NO,NO
Five Star Bancorp,NO,NO
FS Bancorp Inc.,NO,NO
First Seacoast Bancorp Inc.,NO,NO
First Savings Financial Group Inc.,NO,NO
Flag Ship Acquisition Corp.,NO,NO
First Solar Inc.,YES,NO
L.B. Foster Company,NO,NO
FirstSun Capital Bancorp,NO,NO
FTAI Aviation Ltd.,NO,NO
FTC Solar Inc.,NO,NO
Frontdoor Inc.,NO,NO
Fuel Tech Inc.,NO,NO
Fathom Holdings Inc.,NO,NO
FutureTech II Acquisition Corp.,NO,NO
FitLife Brands Inc.,NO,NO
Fortinet Inc.,YES,NO
Fortrea Holdings Inc.,NO,NO
Fulcrum Therapeutics Inc.,NO,NO
Fulton Financial Corporation,NO,NO
First United Corporation,NO,NO
Sprott Focus Trust Inc.,NO,NO
First US Bancshares Inc.,NO,NO
FVCBankcorp Inc.,NO,NO
Liberty Media Corporation,NO,NO
Forward Air Corporation,NO,NO
First Watch Restaurant Group Inc.,NO,NO
First National Corporation,NO,NO
Frontier Communications Parent Inc.,NO,NO
German American Bancorp Inc.,NO,NO
Gaia Inc.,NO,NO
Gladstone Investment Corporation,NO,NO
Galectin Therapeutics Inc.,NO,NO
GameSquare Holdings Inc.,NO,NO
Gain Therapeutics Inc.,NO,NO
Marblegate Acquisition Corp.,NO,NO
Global Blockchain Acquisition Corp.,NO,NO
Golub Capital BDC Inc.,NO,NO
Generation Bio Co.,NO,NO
Generations Bancorp NY Inc.,NO,NO
Greene County Bancorp Inc.,NO,NO
GCM Grosvenor Inc.,NO,NO
Golden Entertainment Inc.,NO,NO
GoodRx Holdings Inc.,NO,NO
Grid Dynamics Holdings Inc.,NO,NO
Great Elm Capital Corp.,NO,NO
Great Elm Group Inc.,NO,NO
GE HealthCare Technologies Inc.,NO,NO
Gen Digital Inc.,NO,NO
GEN Restaurant Group Inc.,NO,NO
Geospace Technologies Corporation,NO,NO
Geron Corporation,NO,NO
Gevo Inc.,NO,NO
GlobalFoundries Inc.,YES,NO
Guardant Health Inc.,NO,NO
Gores Holdings IX Inc.,NO,NO
Guardion Health Sciences Inc.,NO,NO
Gulf Island Fabrication Inc.,NO,NO
RDE Inc.,NO,NO
GigCapital7 Corp.,NO,NO
G-III Apparel Group LTD.,NO,NO
Gilead Sciences Inc.,YES,NO
Generation Income Properties Inc.,NO,NO
Gladstone Capital Corporation,NO,NO
Glen Burnie Bancorp,NO,NO
Great Lakes Dredge & Dock Corporation,NO,NO
Globalink Investment Inc.,NO,NO
Gaming and Leisure Properties Inc.,NO,NO
Greenwich LifeSciences Inc.,NO,NO
Global Star Acquisition Inc.,NO,NO
Monte Rosa Therapeutics Inc.,NO,NO
GlycoMimetics Inc.,NO,NO
Golden Matrix Group Inc.,NO,NO
Greenlane Holdings Inc.,NO,NO
Genelux Corporation,NO,NO
Genprex Inc.,NO,NO
Genasys Inc.,NO,NO
Gentex Corporation,NO,NO
Grocery Outlet Holding Corp.,NO,NO
GoHealth Inc.,NO,NO
Gogo Inc.,NO,NO
Gladstone Commercial Corporation,NO,NO
Alphabet Inc.,YES,NO
Lazydays Holdings Inc.,NO,NO
Gossamer Bio Inc.,NO,NO
GeoVax Labs Inc.,NO,NO
GP-Act III Acquisition Corp.,NO,NO
Outbrain Inc.,YES,NO
Orchestra BioMed Holdings Inc.,NO,NO
Oblong Inc.,NO,NO
Orange County Bancorp Inc.,NO,NO
Optical Cable Corporation,NO,NO
OFS Credit Company Inc.,NO,NO
Ocean Biomedical Inc.,NO,NO
OceanFirst Financial Corp.,NO,NO
Ocugen Inc.,NO,NO
Oaktree Specialty Lending Corporation,NO,NO
Eightco Holdings Inc.,NO,NO
Ocular Therapeutix Inc.,NO,NO
Ocuphire Pharma Inc.,NO,NO
Oncocyte Corporation,NO,NO
Old Dominion Freight Line Inc.,YES,NO
The ODP Corporation,YES,NO
Orion Energy Systems Inc.,NO,NO
Omega Flex Inc.,NO,NO
OFS Capital Corporation,NO,NO
Okta Inc.,YES,NO
The OLB Group Inc.,NO,NO
Universal Display Corporation,YES,NO
Ollie's Bargain Outlet Holdings Inc.,YES,NO
Olema Pharmaceuticals Inc.,NO,NO
Olaplex Holdings Inc.,NO,NO
Outset Medical Inc.,NO,NO
Omnicell Inc.,YES,NO
Omeros Corporation,NO,NO
Odyssey Marine Exploration Inc.,NO,NO
Omega Therapeutics Inc.,NO,NO
Singular Genomics Systems Inc.,NO,NO
ON Semiconductor Corporation,YES,NO
Old National Bancorp,NO,NO
Onconetix Inc.,NO,NO
Oncternal Therapeutics Inc.,NO,NO
Ondas Holdings Inc.,NO,NO
OneWater Marine Inc.,NO,NO
Onfolio Holdings Inc.,NO,NO
Organovo Holdings Inc.,NO,NO
Onyx Acquisition Co. I,NO,NO
OPAL Fuels Inc.,NO,NO
OP Bancorp,NO,NO
Option Care Health Inc.,YES,NO
Opendoor Technologies Inc,YES,NO
OptimumBank Holdings Inc.,NO,NO
Office Properties Income Trust,NO,NO
OPKO Health Inc.,YES,NO
Old Point Financial Corporation,NO,NO
Oportun Financial Corporation,NO,NO
OptimizeRx Corporation,NO,NO
OptiNose Inc.,NO,NO
Syntec Optics Holdings Inc.,NO,NO
Optex Systems Holdings Inc.,NO,NO
Origin Materials Inc.,NO,NO
Organogenesis Holdings Inc.,NO,NO
Orgenesis Inc.,NO,NO
Oric Pharmaceuticals Inc.,NO,NO
Oruka Therapeutics Inc.,NO,NO
O'Reilly Automotive Inc.,YES,NO
Orrstown Financial Services Inc,NO,NO
OneStream Inc.,NO,NO
Old Second Bancorp Inc.,NO,NO
OSI Systems Inc.,YES,NO
OneSpan Inc.,YES,NO
One Stop Systems Inc.,NO,NO
OraSure Technologies Inc.,NO,NO
Outlook Therapeutics Inc.,NO,NO
Ontrak Inc.,NO,NO
Otter Tail Corporation,NO,NO
Ohio Valley Banc Corp.,NO,NO
Ovid Therapeutics Inc.,NO,NO
Oak Valley Bancorp,NO,NO
Oxford Lane Capital Corp.,NO,NO
Oxford Square Capital Corp.,NO,NO
Bank OZK,NO,NO
Plains All American Pipeline L.P.,YES,YES
Pacific Biosciences of California Inc.,YES,NO
Phibro Animal Health Corporation,NO,NO
Proficient Auto Logistics Inc.,NO,NO
Palisade Bio Inc.,NO,NO
Paltalk Inc.,NO,NO
Pangaea Logistics Solutions Ltd.,YES,NO
Palo Alto Networks Inc.,YES,NO
Paramount Global,YES,NO
Passage Bio Inc.,NO,NO
Patrick Industries Inc.,NO,NO
PAVmed Inc.,NO,NO
Payoneer Global Inc.,YES,NO
Paysign Inc.,NO,NO
Paychex Inc.,YES,NO
PB Bankshares Inc.,NO,NO
Pioneer Bancorp Inc.,NO,NO
Pathfinder Bancorp Inc.,NO,NO
Potbelly Corporation,NO,NO
Puma Biotechnology Inc,NO,NO
PACCAR Inc.,YES,YES
PCB Bancorp,NO,NO
PotlatchDeltic Corporation,NO,NO
Pacira BioSciences Inc.,NO,NO
Processa Pharmaceuticals Inc.,NO,NO
Perceptive Capital Solutions Corp,NO,NO
PureCycle Technologies Inc.,NO,NO
Paylocity Holding Corporation,YES,NO
Vaxcyte Inc.,NO,NO
Pure Cycle Corporation,NO,NO
Patterson Companies Inc.,YES,NO
Pro-Dex Inc.,NO,NO
PDF Solutions Inc.,NO,NO
Ponce Financial Group Inc.,NO,NO
PDS Biotechnology Corporation,NO,NO
Palladyne AI Corp.,NO,NO
Peoples Bancorp of North Carolina Inc.,NO,NO
Peoples Bancorp Inc.,NO,NO
Phillips Edison & Company Inc.,NO,NO
Pegasystems Inc.,YES,NO
Pineapple Energy Inc.,NO,NO
PENN Entertainment Inc.,YES,NO
PepsiCo Inc.,YES,YES
PepGen Inc.,NO,NO
Perma-Fix Environmental Services Inc.,NO,NO
Wag! Group Co.,NO,NO
PetIQ Inc.,NO,NO
PetMed Express Inc.,NO,NO
Phoenix Motor Inc.,NO,NO
Preferred Bank,NO,NO
Premier Financial Corp.,NO,NO
Principal Financial Group Inc.,YES,NO
Profire Energy Inc.,NO,NO
Peoples Financial Services Corp.,NO,NO
Performant Financial Corporation,NO,NO
Perception Capital Corp. III,NO,NO
PhenixFIN Corporation,NO,NO
Peapack-Gladstone Financial Corporation,NO,NO
Precigen Inc.,NO,NO
Progyny Inc.,YES,NO
Phathom Pharmaceuticals Inc.,NO,NO
Phio Pharmaceuticals Corp.,NO,NO
Impinj Inc.,NO,NO
P3 Health Partners Inc.,NO,NO
Kidpik Corp.,NO,NO
Premier Inc.,YES,NO
Pieris Pharmaceuticals Inc.,NO,NO
ShiftPixy Inc.,NO,NO
Parke Bancorp Inc.,NO,NO
Park-Ohio Holdings Corp.,NO,NO
Photronics Inc.,YES,NO
Dave & Buster's Entertainment Inc.,YES,NO
Plumas Bancorp,NO,NO
PLBY Group Inc.,NO,NO
Children's Place Inc. (The),YES,NO
Piedmont Lithium Inc.,NO,NO
Plum Acquisition Corp. I,NO,NO
Palomar Holdings Inc.,NO,NO
Preformed Line Products Company,YES,NO
Pliant Therapeutics Inc.,NO,NO
Pulse Biosciences Inc,NO,NO
Plug Power Inc.,YES,NO
ePlus inc.,YES,NO
Plexus Corp.,YES,NO
PharmaCyte  Biotech Inc.,NO,NO
Psychemedics Corporation,NO,NO
CPI Card Group Inc.,NO,NO
PMV Pharmaceuticals Inc.,NO,NO
Patriot National Bancorp Inc.,NO,NO
Pinnacle Financial Partners Inc.,NO,NO
PrimeEnergy Resources Corporation,NO,NO
The Pennant Group Inc.,NO,NO
Predictive Oncology Inc.,NO,NO
Precision Optics Corporation Inc.,NO,NO
PodcastOne Inc.,NO,NO
Insulet Corporation,YES,NO
Polar Power Inc.,NO,NO
Andretti Acquisition Corp. II,NO,NO
Pool Corporation,YES,NO
Power Integrations Inc.,YES,NO
Powell Industries Inc.,YES,NO
AMMO Inc.,NO,NO
Pacific Premier Bancorp Inc,NO,NO
Pilgrim's Pride Corporation,YES,YES
Perma-Pipe International Holdings Inc.,NO,NO
Pioneer Power Solutions Inc.,NO,NO
Papaya Growth Opportunity Corp. I,NO,NO 
PRA Group Inc.,YES,NO
Praxis Precision Medicines Inc.,NO,NO
Porch Group Inc.,YES,NO
PROCEPT BioRobotics Corporation,NO,NO
Perdoceo Education Corporation,NO,NO
Perficient Inc.,YES,NO
Progress Software Corporation,YES,NO
Prelude Therapeutics Incorporated,NO,NO
Pearl Holdings Acquisition Corp,NO,NO
Prime Medicine Inc.,NO,NO
ProKidney Corp.,NO,NO
Prairie Operating Co.,NO,NO
Provident Financial Holdings Inc.,NO,NO
ProPhase Labs Inc.,NO,NO
Purple Innovation Inc.,NO,NO
Precipio Inc.,NO,NO
Peraso Inc.,NO,NO
Prothena Corporation plc,YES,NO
PureTech Health plc,YES,NO
Priority Technology Holdings Inc.,NO,NO
CarParts.com Inc.,NO,NO
Privia Health Group Inc.,YES,NO
Prospect Capital Corporation,YES,NO
PriceSmart Inc.,YES,NO
Personalis Inc.,NO,NO
PLUS THERAPEUTICS Inc.,NO,NO
Poseida Therapeutics Inc.,NO,NO
PTC Inc.,YES,NO
PTC Therapeutics Inc.,YES,NO
Patterson-UTI Energy Inc.,YES,NO
Protagonist Therapeutics Inc.,NO,NO
Protagenic Therapeutics Inc.,NO,NO
Portillo's Inc.,YES,NO
Portman Ridge Finance Corporation,NO,NO
Peloton Interactive Inc.,YES,NO
Petros Pharmaceuticals Inc.,NO,NO
P.A.M. Transportation Services Inc.,NO,NO
Pactiv Evergreen Inc.,YES,NO
Pono Capital Two Inc.,NO,NO
PubMatic Inc.,YES,NO
Pulmatrix Inc.,NO,NO
Provident Bancorp Inc.,NO,NO
Penns Woods Bancorp Inc.,NO,NO
Perella Weinberg Partners,YES,NO
PowerUp Acquisition Corp.,NO,NO
Pixelworks Inc.,NO,NO
Paycor HCM Inc.,YES,NO
PayPal Holdings Inc.,YES,NO
Pyxis Oncology Inc.,NO,NO
Papa John's International Inc.,YES,NO
QUALCOMM Incorporated,YES,NO
QCR Holdings Inc.,NO,NO
QuidelOrtho Corporation,YES,NO
Quetta Acquisition Corporation,NO,NO
Quipt Home Medical Corp.,NO,NO
Qualigen Therapeutics Inc.,NO,NO
Qualys Inc.,YES,NO
Quantum Corporation,YES,NO
Quince Therapeutics Inc.,NO,NO
QuinStreet Inc.,YES,NO
Qomolangma Acquisition Corp.,NO,NO
Quest Resource Holding Corporation,NO,NO
Qurate Retail Inc.,YES,NO
Qorvo Inc.,YES,NO
Quantum-Si Incorporated,NO,NO
QT Imaging Holdings Inc.,NO,NO
Quanterix Corporation,NO,NO
Q32 Bio Inc.,NO,NO
Quantum Computing Inc.,NO,NO
QuickLogic Corporation,NO,NO
QXO Inc.,NO,NO
FreightCar America Inc.,NO,NO
Rand Capital Corporation,NO,NO
Rani Therapeutics Holdings Inc.,NO,NO
Rapport Therapeutics Inc.,NO,NO
RAPT Therapeutics Inc.,NO,NO
Ultragenyx Pharmaceutical Inc.,YES,NO
Rave Restaurant Group Inc.,NO,NO
RBB Bancorp,NO,NO
Ribbon Communications Inc.,NO,NO
Republic Bancorp Inc.,NO,NO
Rhinebeck Bancorp Inc.,NO,NO
Red Cat Holdings Inc.,NO,NO
Avita Medical Inc.,NO,NO
Rocket Pharmaceuticals Inc.,NO,NO
Rocky Brands Inc.,NO,NO
R1 RCM Inc.,NO,NO
